,thumb1,index1,middle1,pinky1,accelX1,accelY1,accelZ1,gForceX1,gForceY1,gForceZ1,gyroX1,gyroY1,gyroZ1,gesture
473,2496,0,0,2416,10.05,1.58,1.32,1.32,1.58,10.05,-0.01,0,-0.01,Fuck You!
474,2476,2240,0,2486,9.96,1.46,1.49,1.49,1.46,9.96,-0.02,0.01,-0.03,Fuck You!
475,2479,2225,0,2471,10,1.46,1.37,1.37,1.46,10,-0.02,-0.04,-0.01,Fuck You!
476,2480,2262,0,2467,10.01,1.46,1.38,1.38,1.46,10.01,-0.05,-0.07,-0.01,Fuck You!
477,2458,2245,0,2397,10.03,1.47,1.29,1.29,1.47,10.03,-0.04,-0.02,-0.02,Fuck You!
478,2497,2256,0,2467,9.97,1.4,1.48,1.48,1.4,9.97,-0.05,-0.05,-0.01,Fuck You!
479,2486,2250,0,2463,10.11,1.4,1.29,1.29,1.4,10.11,-0.02,-0.04,-0.02,Fuck You!
480,2459,2227,0,2477,10,1.37,1.34,1.34,1.37,10,-0.05,-0.05,-0.02,Fuck You!
481,2486,2246,0,2446,9.99,1.42,1.28,1.28,1.42,9.99,-0.07,-0.07,0,Fuck You!
482,2477,2219,2384,2458,10.06,1.3,1.38,1.38,1.3,10.06,0.03,-0.01,0.01,Fuck You!
483,2479,2253,2384,2463,10,1.23,1.61,1.61,1.23,10,-0.04,-0.06,-0.01,Fuck You!
484,2469,2256,2397,2452,10,1.3,1.53,1.53,1.3,10,-0.03,-0.05,-0.01,Fuck You!
485,2478,2223,2415,2430,9.99,1.2,1.55,1.55,1.2,9.99,-0.02,-0.02,-0.01,Fuck You!
486,2474,2253,2419,2423,9.76,-0.18,2.28,2.28,-0.18,9.76,-1.95,0.21,0.23,Fuck You!
487,2477,2233,2400,2451,9.72,-1.66,3.35,3.35,-1.66,9.72,0.02,0.14,0.07,Fuck You!
488,2486,2038,2379,2427,9.71,-1.27,3.24,3.24,-1.27,9.71,-0.06,-0.05,-0.04,Fuck You!
489,2486,0,2414,2482,9.69,-1.17,3.78,3.78,-1.17,9.69,-0.01,-0.07,-0.08,Fuck You!
490,2455,11,2423,2448,9.59,-1.08,3.29,3.29,-1.08,9.59,-0.02,-0.06,-0.01,Fuck You!
491,2483,0,0,2468,9.81,-1.49,3.14,3.14,-1.49,9.81,-0.07,-0.04,-0.03,Fuck You!
492,2479,2247,2373,2512,9.5,-2.48,3.77,3.77,-2.48,9.5,1.06,-0.57,-0.08,Fuck You!
493,2479,2227,2402,2457,10.03,-1.36,0.48,0.48,-1.36,10.03,0.47,-0.12,-0.14,Fuck You!
494,2467,0,2401,2458,10.06,-0.03,0.48,0.48,-0.03,10.06,-0.02,-0.04,0.09,Fuck You!
495,2466,2156,2384,2487,10.06,0.45,0.38,0.38,0.45,10.06,-0.03,-0.02,0,Fuck You!
496,2466,2043,2388,2467,10.17,-0.09,0.55,0.55,-0.09,10.17,-0.03,-0.01,-0.03,Fuck You!
497,2482,1997,2399,2451,10.16,-0.04,0.75,0.75,-0.04,10.16,-0.03,-0.06,-0.01,Fuck You!
498,2455,1996,2384,2476,10.16,0.04,0.59,0.59,0.04,10.16,-0.03,-0.04,-0.01,Fuck You!
499,2458,1979,2413,2461,10.22,0.07,0.73,0.73,0.07,10.22,-0.03,-0.04,-0.01,Fuck You!
500,2449,1968,2374,2479,10.04,0.11,0.73,0.73,0.11,10.04,-0.03,-0.05,-0.01,Fuck You!
501,2498,2014,2390,2462,10.21,-0.09,0.5,0.5,-0.09,10.21,-0.04,-0.05,-0.03,Fuck You!
502,2496,2032,2388,2469,10.17,0.02,0.49,0.49,0.02,10.17,-0.04,-0.04,-0.02,Fuck You!
503,2495,2028,2375,2432,10.14,-0.15,0.54,0.54,-0.15,10.14,-0.03,-0.03,-0.02,Fuck You!
504,2480,2053,2384,2459,10.24,0.03,0.56,0.56,0.03,10.24,-0.02,-0.01,0,Fuck You!
505,2455,1955,2384,2489,10.14,-0.08,0.58,0.58,-0.08,10.14,-0.04,-0.07,-0.05,Fuck You!
506,2477,1871,2403,2491,10.16,0.07,0.59,0.59,0.07,10.16,-0.04,-0.02,0,Fuck You!
507,2497,2041,2405,2489,10.15,-0.04,0.57,0.57,-0.04,10.15,-0.05,-0.05,-0.03,Fuck You!
508,2491,1950,2396,2433,10.12,0.06,0.7,0.7,0.06,10.12,-0.03,-0.03,-0.01,Fuck You!
509,2459,2046,2410,2448,10.21,0.03,0.59,0.59,0.03,10.21,-0.04,-0.04,-0.02,Fuck You!
510,2477,2032,2427,2434,10.13,-0.03,0.66,0.66,-0.03,10.13,-0.04,-0.03,-0.02,Fuck You!
511,2487,1981,2380,2448,10.19,-0.12,0.64,0.64,-0.12,10.19,-0.04,-0.04,-0.03,Fuck You!
512,2480,2029,2394,2398,10.15,-0.1,0.59,0.59,-0.1,10.15,-0.05,-0.09,0.02,Fuck You!
513,2459,2069,2389,2467,10.11,-0.15,0.35,0.35,-0.15,10.11,-0.04,-0.11,-0.03,Fuck You!
514,2474,1967,2403,2463,10.18,-0.49,0.41,0.41,-0.49,10.18,0.01,0,-0.06,Fuck You!
515,2479,1957,2391,2469,10.13,-0.15,0.19,0.19,-0.15,10.13,-0.02,-0.02,-0.05,Fuck You!
516,2481,1936,2416,2489,10.14,-0.39,0.25,0.25,-0.39,10.14,-0.05,-0.05,-0.03,Fuck You!
517,2512,1949,2397,2448,10.19,-0.22,0.25,0.25,-0.22,10.19,-0.04,-0.04,-0.01,Fuck You!
